admired,VBN,7
admires,NNS,1
admires,VBZ,2
admiring,JJ,1
admiring,NN,2
admiring,VBG,6
admiringly,RB,1
admission,NN,10
admissions,NNS,1
admit,IN,1
admit,NN,6
admit,VB,16
admit,VBP,5
admits,NNS,5
admits,VBZ,5
admitted,VBD,4
admitted,VBN,10
admitting,VBG,5
admonished,VBN,2
admonitions,NNS,1
admonitory,JJ,3
ado,NN,1
adore,VBP,1
adored,VBD,1
adorned,VBD,2
adornment,NN,2
adornments,NNS,1
adulatory,NN,1
adult,NN,1
advance,NN,5
advance,VB,5
advance,VBP,1
advanced,JJ,4
advanced,VBD,4
advanced,VBN,3
advancement,NN,2
advances,NNS,5
advances,RB,1
advances,VBZ,1
advancing,VBG,13
advantage,NN,25
advantage,VB,1
advantageously,RB,1
advantages,NNS,11
advantages,VBZ,1
adventure,NN,3
adventurous,JJ,2
adversary,NN,2
adversity,NN,1
advertised,VBD,1
advertisement,NN,3
advertisements,NNS,1
advice,NN,24
advisable,JJ,4
advise,VB,10
advise,VBP,2
advised,JJ,1
advised,VBD,8
advised,VBN,2
advisedly,RB,1
adviser,NN,10
advises,VBZ,2
advising,VBG,4
advocate,NN,1
afar,NN,1
afar,RB,2
afar,VB,1
afar,VBN,1
affability,NN,3
affable,JJ,7
affable,NN,1
affair,NN,17
affair,RB,1
affairs,NNS,28
affect,VB,3
affectation,NN,2
affected,VBD,4
affected,VBN,3
affecting,JJ,2
affecting,VBG,7
affection,NN,26
affectionate,JJ,22
affectionate,NN,5
affectionate,VB,1
affectionately,RB,10
affections,NNS,3
affects,NNS,1
affects,VBZ,2
affidavit,NN,4
affidavit,RB,1
affidavits,NNS,4
afflicted,JJ,3
afflicted,VBN,2
affliction,NN,5
afflictions,NNS,3
afford,NN,1
afford,VB,9
afforded,VBD,1
affording,VBG,4
afloat,RB,1
afoot,JJ,1
afore,IN,3
afore,RB,5
afore,VBP,1
aforesaid,NN,5
afraid,IN,2
afraid,JJ,49
afraid,NN,4
afraid,PDT,1
afraid,RP,1
afraid,VBD,1
afraid,VBN,15
afresh,IN,1
afresh,JJ,4
afresh,NN,3
afresh,RB,1
africa,JJ,3
africa,NN,13
africa,VB,4
african,JJ,8
afsd,JJ,1
aft,JJ,1
aft,VB,1
after,IN,422
afternoon,NN,51
afternoons,NNS,3
afterwards,IN,6
afterwards,NNS,48
afterwards,RB,1
afterwards,RP,1
afterwards,VBP,2
afterwards,VBZ,4
again,RB,539
against,IN,144
age,NN,42
aged,JJ,2
aged,NN,1
aged,VBD,5
aged,VBN,9
agency,NN,1
agent,NN,6
ages,NNS,7
ages,VB,1
ages,VBZ,1
agglomeration,NN,1
aggravated,VBN,2
aggravation,NN,2
aggregate,NN,1
aggression,NN,1
aggrieved,VBN,1
aghast,NN,1
aghast,RB,1
aghast,VBD,1
agin,NN,1
agin,VBP,1
agitate,NN,1
agitated,JJ,2
agitated,VBD,1
agitated,VBN,1
agitating,VBG,1
agitation,NN,14
ago,IN,12
ago,NNS,1
ago,RB,39
agonizing,VBG,1
agony,NN,5
agree,JJ,1
agree,NN,1
agree,VB,7
agree,VBP,2
agreeable,JJ,54
agreeable,VBP,1
agreeably,RB,1
agreed,VBD,10
agreed,VBN,6
agreeing,VBG,2
agreement,NN,11
agrees,VBZ,2
aground,RB,1
ague,NN,1
ah,IN,6
ah,JJ,14
ah,NN,22
ah,NNS,1
ah,RB,2
ah,RP,1
ah,VB,2
ah,VBP,5
ah,VBZ,5
aha,JJ,1
aha,VBP,1
ahead,RB,4
aid,NN,11
aid,VB,2
aided,VBN,1
aids,NNS,1
ails,VBZ,1
aim,NN,3
aim,VB,1
aimed,VBN,1
aiming,VBG,3
aims,NNS,2
ain,JJ,5
ain,NN,8
ain,RB,5
ain,VB,2
ain,VBP,24
ain,VBZ,8
air,NN,129
air,VBP,1
airily,RB,2
airing,NN,1
airing,VBG,1
airs,NNS,3
airs,RB,1
airy,JJ,6
airy,NN,7
airy,NNS,1
aits,NNS,1
ajar,JJ,1
ajax,NN,1
akimbo,NN,2
alacrity,NN,2
alarm,NN,6
alarm,VB,1
alarm,VBP,1
alarmed,JJ,5
alarmed,VBD,5
alarmed,VBN,9
alarming,JJ,1
alarming,NN,1
alarming,VBG,2
alas,IN,1
alas,NNS,2
albans,NNS,12
albeit,VBP,1
albion,NN,1
ale,NN,2
alert,NN,2
alexander,NN,2
alfred,VBD,3
alight,VB,2
alight,VBD,1
alighted,VBD,5
alighted,VBN,3
alights,NNS,5
alike,IN,1
alike,JJ,1
alike,NN,1
alike,RB,6
alike,VB,1
alive,JJ,19
alive,VBP,1
all,DT,1122
all,NN,2
all,PDT,353
all,RB,18
all,VB,3
allan,JJ,16
allan,MD,1
allan,NN,51
allan,RP,1
allan,VB,3
allan,VBP,13
alleged,JJ,1
allegorical,JJ,2
allegory,JJ,4
allegory,NN,6
alleviate,VB,1
alleviated,VBN,2
alley,NN,3
alleys,NNS,2
alliance,NN,4
allied,VBN,1
allies,NNS,1
allotted,VBN,1
allotting,NN,1
allow,IN,4
allow,VB,31
allowance,NN,7
allowances,NNS,1
allowed,VBD,5
allowed,VBN,7
allowing,VBG,2
allows,VBZ,1
allude,NN,3
allude,VB,1
allude,VBP,1
alluded,VBN,3
alluding,VBG,2
allure,NN,1
allured,VBN,1
allus,CC,2
allus,JJ,2
allus,VBG,1
allusion,NN,6
allusions,NNS,3
ally,NN,2
ally,RB,1
almac,NNS,1
almanac,NN,3
almanacs,JJ,1
almost,RB,118
almshouses,NNS,1
aloft,RB,1
alone,JJ,4
alone,NN,2
alone,RB,119
alone,VB,2
alone,VBP,1
along,IN,65
along,JJ,1
along,RB,25
along,RP,2
along,VBP,1
aloof,IN,1
aloof,NN,1
aloof,VBN,1
aloud,IN,1
aloud,JJ,7
aloud,NN,7
aloud,RB,1
aloud,RP,1
aloud,VB,1
alphabet,NN,2
alphabets,NNS,1
already,RB,62
also,RB,68
altar,NN,2
altars,NNS,1
alter,NN,1
alter,VB,3
alteration,NN,3
altercation,NN,1
altered,JJ,9
altered,VBD,5
altered,VBN,4
altering,VBG,3
alternate,NN,1
alternately,RB,3
alternating,VBG,1
alters,VBZ,2
although,IN,37
altogether,IN,1
altogether,RB,40
always,RB,285
am,VBP,852
amanuensis,NN,1
amateur,NN,5
amaze,VB,1
amazed,JJ,2
amazed,VBD,2
amazed,VBN,6
amazedly,RB,2
amazement,JJ,1
amazement,NN,6
amazing,JJ,1
amazingly,RB,1
amber,NN,1
ambition,NN,7
ambitious,JJ,2
amble,VB,1
ambling,VBG,1
ambuscade,NN,1
ambush,NN,1
amen,NNS,1
amend,VB,2
amend,VBP,1
amends,NNS,3
amends,VBZ,1
america,JJ,1
america,NN,4
america,VB,1
american,JJ,1
amiability,NN,1
amiable,JJ,23
amiable,NN,1
amiably,RB,1
amicable,JJ,2
amid,IN,2
amidst,NN,1
amidst,VB,1
amiss,JJ,4
amity,NN,1
ammunition,NN,1
among,IN,132
amongst,RP,1
amorites,NNS,1
amost,RB,1
amount,NN,31
amounts,NNS,1
ample,JJ,2
amply,JJ,1
amply,RB,1
amuse,VB,2
amused,JJ,3
amused,VBN,8
amusement,NN,4
amusements,NNS,1
amusing,VBG,3
an,DT,989
anadeers,NNS,1
analysis,NN,1
anastasia,NN,1
anatomy,NN,1
ancestor,NN,1
ancestors,NNS,4
ancestral,JJ,1
ancestress,NN,1
anchor,NN,1
anchovies,NNS,1
ancient,JJ,4
ancient,NN,6
ancients,NNS,1
and,CC,12730
andrews,NNS,1
anecdote,NN,3
anew,NN,2
anew,RB,2
angel,JJ,5
angel,NN,12
angel,VBZ,1
angels,NNS,7
anger,NN,4
anger,RB,2
angle,NN,2
angriest,NN,1
angrily,RB,12
angry,JJ,36
anguish,JJ,1
anguish,NN,1
animal,JJ,2
animal,NN,6
animals,NNS,2
animate,NN,2
animated,JJ,2
animated,VBN,3
animates,VBZ,1
animation,NN,4
animosity,NN,4
ankle,JJ,2
ankle,NN,1
ankles,NNS,2
anne,JJ,1
anniversaries,NNS,1
anniversary,NN,1
announce,VB,2
announced,VBD,3
announced,VBN,5
announcement,NN,6
announces,NNS,2
announces,VBZ,1
announcing,VBG,7
annual,JJ,3
annuity,NN,4
annum,NN,1
anomalous,JJ,1
anomaly,NN,1
anon,JJ,1
anon,NN,1
anonymous,JJ,2
another,DT,284
answer,IN,1
answer,JJR,1
answer,NN,44
answer,VB,21
answer,VBP,4
answer,VBZ,1
answerable,JJ,1
answered,JJ,2
answered,VBD,36
answered,VBN,5
answering,VBG,9
answers,NNS,26
answers,VBZ,5
antagonism,NN,1
antagonist,NN,3
antechambers,NNS,1
antediluvian,JJ,2
anthem,NN,1
anticipate,VB,1
anticipated,VBD,3
anticipated,VBN,4
anticipates,VBZ,2
anticipating,JJ,1
anticipating,VBG,4
anticipation,NN,2
antipodean,JJ,1
antipodes,NNS,1
antiquity,NN,1
anxieties,NNS,2
anxiety,NN,19
anxious,JJ,40
anxiously,RB,11
any,DT,676
anybody,JJ,4
anybody,NN,50
anybody,VB,1
anyhow,NN,2
anyhow,VB,1
anyhow,VBN,1
anything,NN,274
anythink,NN,1
anythink,VBP,1
anyway,RB,1
anyways,NNS,2
anywhere,RB,30
anywheres,NNS,1
anywheres,VBZ,1
ap,JJ,6
ap,VBP,1
apace,NN,1
apart,NN,1
apart,RB,9
apart,RP,1
apart,VB,1
apartment,JJ,1
apartment,NN,14
apartments,NNS,3
ape,NN,1
apertures,NNS,1
apex,NN,1
apiece,NN,1
apiece,RB,1
apologetic,JJ,5
apologetically,RB,4
apologies,NNS,4
apologize,VB,4
apologized,IN,1
apologized,VBN,2
apologizes,VBZ,1
apologizing,VBG,1
apology,JJ,1
apology,NN,7
apology,VBZ,1
apoplectic,JJ,2
apoplexy,NN,1
apostle,NN,1
apostrophe,NN,1
apostrophized,VBN,1
apostrophizing,VBG,2
apothecary,JJ,1
appalling,JJ,1
appalling,VBG,1
apparel,NN,1
apparent,JJ,1
apparently,RB,9
apparition,NN,3
appeal,NN,4
appeal,VBP,1
appealed,VBD,3
appealing,VBG,3
appeals,NNS,1
appear,JJ,2
appear,VB,28
appear,VBP,14
appearance,NN,67
appearances,NNS,5
appeared,VBD,68
appeared,VBN,14
appearing,VBG,24
appears,VBZ,51
appease,VB,1
appellation,NN,3
appendage,NN,1
appendages,NNS,1
appertaining,VBG,1
appetite,JJ,1
appetite,NN,9
appetites,NNS,1
appiness,IN,1
applauded,VBN,1
applause,NN,3
apple,NN,5
appliances,NNS,2
applicable,JJ,2
applicant,NN,1
application,NN,14
applications,NNS,1
applied,VBD,2
applied,VBN,6
applies,NNS,1
applies,VBZ,1
apply,VB,5
apply,VBP,2
applying,VBG,2
appoint,NN,1
appoint,VB,2
appointed,JJ,3
appointed,VBD,3
appointed,VBN,15
appointment,NN,15
appointments,NNS,3
appoints,VBZ,1
appreciate,NN,1
appreciate,VB,2
appreciate,VBP,1
appreciated,VBD,1
appreciates,VBZ,1
appreciation,NN,5
apprehend,VB,1
apprehend,VBP,1
apprehended,VBN,3
apprehension,NN,9
apprehensions,NNS,4
apprehensive,JJ,4
apprehensive,RB,1
apprentice,NN,2
apprenticed,VBN,3
apprentices,NNS,8
apprenticeship,NN,1
apprised,VBN,1
approach,NN,6
approach,VB,5
approached,VBD,3
approached,VBN,3
approaches,NNS,2
approaches,VBZ,2
approaching,VBG,8
approbation,NN,3
appropriate,JJ,2
appropriate,VB,1
appropriated,VBN,1
approval,NN,10
approve,IN,1
approve,NN,1
approve,VB,7
approve,VBP,1
approved,JJ,1
approved,VBD,2
approved,VBN,1
approving,NN,2
approving,VBG,4
approvingly,RB,2
appurtenance,NN,1
appurtenances,NNS,1
april,JJ,3
apron,NN,9
aprons,NNS,3
apropos,NN,1
apt,JJ,5
aptitude,NN,2
arch,NN,7
arch,VBP,1
arched,JJ,2
arched,VBD,1
arched,VBN,2
archery,NN,1
arches,NNS,1
archness,NN,1
archway,JJ,1
archway,NN,7
archway,RB,1
ard,JJ,1
ard,NN,4
ard,RB,1
ardent,JJ,1
ardent,NN,1
ardently,RB,3
ardour,NN,8
arduous,JJ,1
are,VBP,1079
area,NN,6
aready,RB,1
arethusa,IN,1
arethusa,NN,1
argue,VB,3
argue,VBP,1
argued,VBD,1
arguing,NN,1
arguing,VBG,5
argument,NN,7
argumentative,JJ,3
arguments,NNS,3
argus,RB,1
aridity,NN,1
ariel,NN,1
arise,NN,2
arise,VB,3
arise,VBP,3
arises,NNS,2
arises,VBZ,2
arising,VBG,5
aristocracy,NN,3
aristocratic,JJ,7
arithmetic,JJ,1
arithmeticians,NNS,1
ark,NN,1
arm,NN,126
arm,VB,1
armed,VBN,1
armful,NN,1
armorial,JJ,1
armour,JJ,1
armour,NN,2
armourer,NN,1
arms,NNS,115
arms,VBZ,5
army,NN,15
arose,JJ,1
arose,NN,4
arose,VBD,2
arose,VBP,3
around,IN,28
around,RB,1
around,RP,2
aroused,VBD,1
aroused,VBN,7
arrange,VB,8
arrange,VBP,1
arranged,JJ,1
arranged,VBD,4
arranged,VBN,14
arrangement,NN,12
arrangements,NNS,12
arranges,VBZ,3
arranging,VBG,3
array,NN,4
array,VB,1
arrayed,JJ,1
arraying,VBG,1
arrear,JJ,1
arrears,NNS,1
arrest,NN,1
arrest,VB,1
arrested,VBN,6
arrival,JJ,1
arrival,NN,15
arrive,VB,1
arrive,VBP,2
arrived,VBD,17
arrived,VBN,14
arrives,NNS,1
arrives,VBZ,10
arriving,NN,1
arriving,VBG,6
arrngd,VBN,1
arrogant,JJ,2
arrogant,NN,1
arrow,JJ,1
arrow,NN,1
art,NN,25
art,VBP,2
arter,NN,2
arter,RB,1
artful,JJ,5
artfulness,NN,1
article,NN,15
articled,JJ,2
articled,VBN,3
articles,NNS,11
articulate,VB,1
artifice,NN,1
artifices,NNS,1
artificial,JJ,2
artificially,RB,1
artillery,NN,3
artilleryman,NN,2
artist,NN,6
artistic,JJ,1
artists,NNS,3
artless,JJ,1
artless,NN,2
artless,RB,1
arts,NNS,6
as,IN,2659
as,RB,371
ascend,VB,1
ascend,VBP,1
ascended,VBD,1
ascending,VBG,1
ascends,VBZ,1
ascension,NN,1
ascertain,VB,4
ascertained,VBD,1
ascertained,VBN,2
ascertaining,VBG,1
ash,JJ,1
ashamed,JJ,6
ashamed,NN,2
ashamed,NNS,1
ashamed,VBN,17
ashes,NNS,21
ashes,VBZ,1
ashore,RB,3
ashy,JJ,2
aside,IN,2
aside,NN,3
aside,RB,22
aside,RP,4
ask,IN,1
ask,JJ,2
ask,NN,5
ask,VB,82
ask,VBP,22
ask,VBZ,1
askant,NN,1
asked,JJ,1
asked,VB,1
asked,VBD,126
asked,VBN,30
asking,VBG,25
asks,JJ,1
asks,NNS,9
asks,RP,1
asks,VBZ,55
aslant,VBZ,1
asleep,IN,1
asleep,JJ,14
asleep,NN,4
asleep,RB,12
asleep,VBP,4
aspect,NN,7
aspects,NNS,1
asperity,NN,1
aspiration,NN,1
aspire,NN,1
aspire,VB,1
aspire,VBP,1
aspired,VBD,3
aspired,VBN,2
aspires,NNS,1
ass,IN,1
assault,NN,2
assault,VB,1
assemblage,NN,2
assemble,JJ,1
assemble,VBP,1
assembled,JJ,3
assembled,VBD,1
assembled,VBN,4
assembles,NNS,2
assemblies,NNS,2
assembling,VBG,1
assembly,NN,3
assembly,RB,1
assent,NN,5
assented,JJ,3
assented,VBD,2
assented,VBN,4
assenting,VBG,2
assents,NNS,4
assert,NN,1
assert,VB,1
assert,VBP,1
asserted,VBN,2
asserting,VBG,1
assertion,NN,2
asserts,NNS,1
asserts,VBZ,2
asses,NNS,1
assiduity,NN,1
assign,VB,1
assigned,VBN,1
assigns,NNS,1
assist,IN,1
assist,NN,1
assist,VB,9
assist,VBP,1
assistance,NN,14
assisted,VBN,6
assisting,VBG,5
assists,NNS,1
assists,VBZ,2
assize,JJ,1
associate,VB,1
associated,VBD,1
associated,VBN,12
associates,NNS,3
associates,VBZ,1
association,NN,14
associations,NNS,3
assort,VB,1
assorted,VBD,1
assume,VB,2
assumed,JJ,1
assumed,VBN,4
assumption,NN,4
assumptions,NNS,1
assurance,NN,15
assurances,NNS,5
assure,IN,1
assure,NN,25
assure,VB,13
assure,VBP,6
assured,VBD,5
assured,VBN,9
assuredly,RB,11
assures,VBZ,2
assuring,VBG,2
asthma,NN,1
astir,JJ,2
astley,VB,1
astonish,VB,3
astonished,JJ,3
astonished,VBD,3
astonished,VBN,9
astonishes,VBZ,1
astonishing,JJ,4
astonishing,VBG,4
astonishment,JJ,1
astonishment,NN,9
astounded,VBN,2
astounding,VBG,1
astray,JJ,1
astray,RP,1
asunder,NN,1
asunder,VB,1
asylum,NN,1
at,IN,2501
ate,VB,2
athletic,JJ,1
athwart,VBP,1
atmosphere,JJ,1
atmosphere,NN,9
atom,NN,3
atoms,NNS,1
atoms,VB,1
atone,VB,1
atrocious,JJ,1
attach,VB,2
attach,VBP,1
attached,JJ,1
attached,VBD,7
attached,VBN,8
attaching,VBG,2
attachment,JJ,1
attachment,NN,8
attack,NN,2
attacking,VBG,1
attain,VB,2
attained,VBN,3
attaining,VBG,1
attainments,NNS,2
attempt,NN,6
attempted,VBN,1
attempting,VBG,1
attempts,NNS,1
attend,VB,23
attend,VBP,6
attendance,NN,19
attendances,NNS,1
attendant,JJ,4
attendant,NN,8
attendants,NNS,4
attended,VBD,7
attended,VBN,17
attending,VBG,10
attends,NNS,2
attends,VBZ,2
attention,NN,70
attentions,NNS,4
attentive,JJ,21
attentively,RB,7
attest,VB,1
attested,VBN,1
attic,JJ,2
attire,NN,3
attired,VBD,1
attitude,NN,14
attorney,NN,3
attorneys,NNS,3
attract,VB,3
attracted,VBD,1
attracted,VBN,10
attraction,NN,9
attractions,NNS,6
attractive,JJ,3
attracts,VBZ,1
attrapped,VBN,1
attributable,JJ,1
attribute,VB,2
attributes,NNS,1
audacious,JJ,3
audaciously,RB,1
audacity,NN,3
audible,JJ,9
audibly,RB,1
audience,NN,7
auditor,NN,2
auditors,NNS,2
augmentation,NN,1
augmented,JJ,1
augments,VBZ,1
augur,VB,1
augurs,NN,1
augurs,RB,1
august,NN,1
augusta,NNS,1
aunt,NN,6
auriferous,JJ,1
auspices,NNS,1
auspicious,JJ,3
austere,JJ,1
austerity,NN,1
australey,NN,1
authentic,JJ,1
authorities,NNS,7
authority,NN,8
autographs,NN,1
autumn,NN,5
autumnal,JJ,1
available,JJ,1
availed,VBN,1
avails,VBZ,1
avaricious,JJ,1
avenger,NN,1
avenges,NNS,1
avenging,VBG,1
avenue,NN,5
avenues,NNS,3
average,JJ,2
averaging,VBG,1
averse,NN,1
aversion,NN,1
avert,VB,2
averted,VBN,1
aviary,JJ,1
avignon,NN,1
avoid,JJ,1
avoid,VB,8
avoid,VBP,1
avoidable,JJ,1
avoidance,NN,2
avoided,VBD,1
avoided,VBN,3
avoiding,VBG,3
avoids,VBZ,1
avow,VB,1
avow,VBP,1
avowal,NN,2
await,VB,2
awaited,VBD,1
awaiting,VBG,4
awaits,VBZ,2
awake,IN,1
awake,JJ,2
awake,NN,7
awake,VB,2
awake,VBN,1
awake,VBP,1
awaken,VB,3
awakened,VB,1
awakened,VBD,1
awakened,VBN,7
awakening,VBG,1
awakens,VBZ,1
awakes,VBZ,1
aware,JJ,32
aware,NN,3
away,NN,2
away,RB,279
away,RP,52
awe,IN,1
awe,JJ,1
awe,NN,3
awed,VBN,1
awful,JJ,16
awful,VBP,1
awfullest,RB,1
awfully,RB,3
awhile,IN,1
awkward,JJ,4
awkward,RB,1
awoke,IN,1
awoke,NN,3
awoke,VBD,2
awoke,VBP,2
awry,NN,1
axe,NN,2
axe,NNS,1
axles,NNS,1
axles,VBZ,1
aye,IN,2
aye,JJ,8
aye,NN,21
aye,NNS,1
aye,RP,1
aye,VB,3
aye,VBP,2
aye,VBZ,4
b,NN,5
babby,NN,2
babel,NN,2
babies,NNS,4
baby,NN,27
babylon,NN,1
bachelor,NN,3
back,JJ,15
back,NN,50
back,RB,215
back,RP,42
back,VB,1
backed,VBD,7
backed,VBN,2
backgammon,NN,2
backgammon,VB,1
background,NN,3
backing,NN,1
backing,VBG,2
backs,NNS,4
backs,VBZ,3
backslidings,NNS,1
backward,IN,1
backward,NN,5
backward,RB,5
backwards,NNS,2
backyard,NN,4
backyard,RB,1
bacon,NN,1
bad,JJ,75
bade,VBD,1
badger,JJR,5
badger,NN,76
badger,RB,1
badger,VB,1
badger,VBP,1
badgered,JJ,1
badly,RB,2
badness,NN,1
baffled,VBN,2
bag,NN,13
bag,VBP,1
bagatelle,NN,1
baggage,NN,3
bagnet,IN,1
bagnet,JJ,2
bagnet,NN,229
bagnet,VB,2
bagnet,VBZ,1
bagnets,NNS,3
bags,JJ,2
bags,NNS,12
bah,IN,1
bah,JJ,1
bah,NN,2
bail,VB,1
bailed,VBN,1
bailey,NN,1
bailiff,NN,1
bait,VB,1
baited,JJ,1
baize,NN,7
baked,VBN,2
baker,NN,4
baking,NN,1
balance,NN,3
balance,VB,2
balanced,VBN,4
balancing,VBG,1
balcony,NN,1
bald,JJ,1
bald,NN,6
baleful,JJ,2
balking,VBG,1
balks,VBZ,1
ball,NN,9
ball,VB,1
ballad,NN,2
balloon,NN,1
balls,NNS,4
balmy,JJ,1
balsam,NN,1
balustrade,NN,1
balustrade,VB,1
balustrades,NNS,4
bamboo,JJ,1
band,NN,5
bandage,NN,3
bandages,NNS,1
bandmaster,NN,1
bands,NNS,1
bang,NN,2
banging,VBG,1
banished,VBD,2
banishing,VBG,1
banisters,NNS,1
bank,NN,13
banked,VBN,1
banking,NN,1
bankrupt,JJ,1
bankrupt,NN,1
